education,experience,industry,interest,location,lookin4,offer,skill,uid
,,,,"Nottingham, United Kingdom",Funding,Internship,,59f70ff72706222d006f2b91
,,112,,"London, United Kingdom",A New Job,Services/Products,,59f70ff92706222d006f2b92
,,47,,"Montpellier Area, France",A New Job,Business Partner,,59f70ffb2706222d006f2b93
,,"127,19,111,52,41",,"Miranda Area, Venezuela","A New Job,Business Partner,Clients,Professional Networking","Co-founders,Industry Expertise,Freelancing",,59f70fff2706222d006f2b94
,,"47,52",,"London, United Kingdom",A New Job,Business Partner,,59f710012706222d006f2b95
,,14,,"Paris Area, France",A New Job,Consultancy Work,,59f710032706222d006f2b96
,,"4,109",,"London, United Kingdom",Business Partner,Business Partner,,59f710052706222d006f2b97
,,47,,"Enschede Area, Netherlands",A New Job,Co-founders,,59f710072706222d006f2b98
,,38,,"Hemel Hempstead, United Kingdom",A New Job,Investment Opportunity,,59f710092706222d006f2b99
,,"47,94,125,127,50",,Netherlands,Business Partner,Business Partner,,59f7100b2706222d006f2b9a
,,"127,94",,"Romford, United Kingdom",A Mentor,Co-founders,,59f7100e2706222d006f2b9b
,,96,,"Southall, United Kingdom",A New Job,Investment Opportunity,,59f7100f2706222d006f2b9c
,,"94,41,43,14,84",,"Paris Area, France",Clients,Professional Networking,,59f710112706222d006f2b9d
,,146,,"London, United Kingdom",Service/Product Providers,Services/Products,,59f710142706222d006f2b9e
,,127,,"Exeter, United Kingdom","A Mentor,A New Job",Internship,,59f710152706222d006f2b9f
,,109,,"Ilford, United Kingdom",Business Partner,Investment Opportunity,,59f710182706222d006f2ba0
,,47,,"Romford, United Kingdom",A New Job,Business Partner,,59f710192706222d006f2ba1
,,94,,"London, United Kingdom",Clients,Co-founders,,59f7101b2706222d006f2ba2
,,47,,"Tours Area, France",Professional Networking,Services/Products,,59f7101d2706222d006f2ba3
,,4,,"Paris Area, France",A New Job,Socializing,,59f710202706222d006f2ba4
,,"52,111,125,120",,"Toulon Area, France",Internship,Exchange of Ideas,,59f710222706222d006f2ba5
,,"4,5,24,99,132",,"The Hague Area, Netherlands",A Mentor,Exchange of Ideas,,59f710232706222d006f2ba6
,,94,,"Amsterdam Area, Netherlands",A Mentor,Freelancing,,59f710252706222d006f2ba7
,,"111,140",,"Amsterdam Area, Netherlands",Service/Product Providers,Socializing,,59f710272706222d006f2ba8
,,63,,"The Hague Area, Netherlands",Funding,Freelancing,,59f7102a2706222d006f2ba9
,,120,,"Lyon Area, France",Professional Networking,Consultancy Work,,59f7102c2706222d006f2baa
,,"127,111",,Iraq,A New Job,Exchange of Ideas,,59f7102d2706222d006f2bab
,,8,,"Paris Area, France",A New Job,"Exchange of Ideas,Investment Opportunity,Professional Networking",,59f7102f2706222d006f2bac
,,"94,120",,"Paris Area, France","A Mentor,A New Job","Business Partner,Co-founders",,59f710312706222d006f2bad
,,"127,111",,"Zwolle Area, Netherlands",A New Job,Freelancing,,59f710342706222d006f2bae
,,127,,"Lyon Area, France",Business Partner,Internship,,59f710352706222d006f2baf
,,"94,125,19,127,50",,"Lyon Area, France",Clients,Business Partner,,59f710372706222d006f2bb0
,,52,,"Paris Area, France","Exchange of Ideas,Investment Opportunities",Investment Opportunity,,59f710392706222d006f2bb1
,,"47,99,132",,"Toulouse Area, France","A Mentor,Business Partner,Co-founders",Business Partner,,59f7103b2706222d006f2bb2
,,47,,"Grenoble Area, France",A New Job,"Business Partner,Co-founders",,59f7103d2706222d006f2bb3
,,111,,"Leicester, United Kingdom",Funding,Internship,,59f7103f2706222d006f2bb4
,,"4,43,6,118",,"Paris Area, France",A New Job,"Investment Opportunity,Socializing,Mentorship,Freelancing,Exchange of Ideas,Consultancy Work",,59f710412706222d006f2bb5
,,"126,103,70",,"Almere Stad Area, Netherlands","Funding,Business Partner,A New Job","Investment,Socializing",,59f710442706222d006f2bb6
,,"75,71",,"Brive-La-Gaillarde Area, France",Projects,"Services/Products,Socializing,Professional Networking",,59f710462706222d006f2bb7
,,"111,99,96",,"Amsterdam Area, Netherlands",A New Job,Professional Networking,,59f710482706222d006f2bb8
,,47,,"Paris Area, France",A New Job,Business Partner,,59f7104a2706222d006f2bb9
,,115,,"Zwolle Area, Netherlands","Service/Product Providers,Investment Opportunities,Internship,I am hiring,Professional Networking,Exchange of Ideas,Business Partner","Freelancing,Job Positions,Mentorship,Services/Products,Business Partner",,59f7104b2706222d006f2bba
,,124,,"Orléans Area, France",Professional Networking,Internship,,59f7104d2706222d006f2bbb
,,,,"Paris Area, France",,,,59f7104e2706222d006f2bbc
,,111,,"Preston, United Kingdom",Funding,Investment Opportunity,,59f710512706222d006f2bbd
,,111,,"Preston, United Kingdom",Service/Product Providers,"Socializing,Services/Products,Job Positions,Freelancing,Industry Expertise",,59f710522706222d006f2bbe
,,"51,54,90,128,129",,"Le Mans Area, France",A New Job,Mentorship,,59f710542706222d006f2bbf
,,"96,6",,"East Kalimantan Province, Indonesia",A New Job,Freelancing,,59f710562706222d006f2bc0
,,"19,18,25,34,80,8",,Singapore,"A New Job,Exchange of Ideas,Service/Product Providers,I am hiring","Investment Opportunity,Mentorship,Services/Products,Exchange of Ideas",,59f710582706222d006f2bc1
,,4,,"New Delhi Area, India","Business Partner,Co-founders,Exchange of Ideas,A New Job,A Mentor","Consultancy Work,Exchange of Ideas,Job Positions",,59f7105b2706222d006f2bc2
,,"138,90,128,31,137",,"Rotterdam Area, Netherlands","A New Job,Clients,Funding","Consultancy Work,Exchange of Ideas,Freelancing,Job Positions,Mentorship,Services/Products,Socializing",,59f7105d2706222d006f2bc3
,,"127,19,50,111",,"Marseille Area, France",A New Job,"Business Partner,Internship,Exchange of Ideas",,59f7105f2706222d006f2bc4
,,"92,21",,"Nijmegen Area, Netherlands",Service/Product Providers,Services/Products,,59f710612706222d006f2bc5
,,"120,41,43",,"Warrington, United Kingdom",A New Job,"Freelancing,Socializing",,59f710632706222d006f2bc6
,,80,,"Strasbourg Area, France","A New Job,A Mentor","Business Partner,Exchange of Ideas,Mentorship,Services/Products",,59f710652706222d006f2bc7
,,"129,94",,"Warsaw, Masovian District, Poland","Business Partner,A Mentor",Consultancy Work,,59f710672706222d006f2bc8
,,"6,4",,Rzeszow,"Exchange of Ideas,Funding,Industry Expertise,I am hiring","Business Partner,Co-founders",,59f710682706222d006f2bc9
,,"41,36,5,4,99,69,132,42",,"Rzeszow, Subcarpathian District, Poland",Clients,"Business Partner,Co-founders,Investment,Mentorship",,59f7106a2706222d006f2bca
,,"12,124,17,15,70",,"Paris Area, France","A New Job,Exchange of Ideas,I am hiring,Professional Networking,Service/Product Providers","Consultancy Work,Exchange of Ideas,Mentorship,Services/Products,Socializing",,59f7106c2706222d006f2bcb
,,"80,6",,N/A,"A Mentor,Clients","Consultancy Work,Industry Expertise,Professional Networking",,59f7106e2706222d006f2bcc
,,"113,81,36,103",,"Warrington, United Kingdom","A Mentor,Exchange of Ideas,Industry Expertise,I am hiring,Professional Networking,Service/Product Providers","Exchange of Ideas,Freelancing,Job Positions,Mentorship,Services/Products,Industry Expertise",,59f710702706222d006f2bcd
,,"6,137",,"Stockholm, Sweden","Exchange of Ideas,A Mentor","Exchange of Ideas,Freelancing,Consultancy Work",,59f710732706222d006f2bce
,,"12,43",,N/A,Investment Opportunities,Business Partner,,59f710742706222d006f2bcf
,,"12,70,15",,"Lyon Area, France","A New Job,Exchange of Ideas,Industry Expertise,I am hiring,Professional Networking","Consultancy Work,Exchange of Ideas,Industry Expertise,Mentorship",,59f710762706222d006f2bd0
,,"115,4",,"Stockholm, Sweden",Service/Product Providers,"Exchange of Ideas,Services/Products,Mentorship",,59f710792706222d006f2bd1
,,"99,127,4,140,96",,"Rome Area, Italy",A New Job,"Freelancing,Industry Expertise,Mentorship,Socializing",,59f7107c2706222d006f2bd2
,,"80,105",,N/A,"Clients,I am hiring","Consultancy Work,Exchange of Ideas,Freelancing,Industry Expertise,Investment Opportunity,Mentorship,Job Positions,Socializing",,59f7107e2706222d006f2bd3
,,"28,6",,Luxembourg,"Clients,I am hiring,Service/Product Providers",Job Positions,,59f710802706222d006f2bd4
,,36,,"Paris Area, France",Business Partner,"Exchange of Ideas,Business Partner",,59f710822706222d006f2bd5
,,"4,96",,"Stockholm, Sweden",A New Job,"Socializing,Services/Products,Professional Networking,Exchange of Ideas",,59f710832706222d006f2bd6
,,80,,"Stockholm, Sweden",A New Job,"Exchange of Ideas,Socializing",,59f710852706222d006f2bd7
,,"86,68,70,103,111",,"Stockholm, Sweden","Exchange of Ideas,A Mentor,A New Job,I am hiring,Funding","Exchange of Ideas,Socializing,Mentorship",,59f710882706222d006f2bd8
,,"111,132,69,6,103,79,113,100,37,80,97,68,148",,"Stockholm, Sweden","A New Job,Business Partner,Co-founders,Exchange of Ideas,I am hiring,Professional Networking,Service/Product Providers","Co-founders,Consultancy Work,Exchange of Ideas,Freelancing,Industry Expertise,Job Positions,Mentorship,Professional Networking,Services/Products,Socializing,Business Partner",,59f7108a2706222d006f2bd9
,,"15,12,21,70,16",,"Paris Area, France",Clients,"Consultancy Work,Investment Opportunity,Professional Networking",,59f7108b2706222d006f2bda
,,55,,"Paris Area, France","Clients,Professional Networking,Industry Expertise","Professional Networking,Industry Expertise",,59f7108d2706222d006f2bdb
,,"99,140,6,80,60",,"Rome Area, Italy","A New Job,Professional Networking,I am hiring","Consultancy Work,Exchange of Ideas,Freelancing",,59f7108e2706222d006f2bdc
,,"96,109",,"London, United Kingdom",Service/Product Providers,"Services/Products,Investment Opportunity",,59f710902706222d006f2bdd
,,"4,96,70",,"Lyon Area, France",Service/Product Providers,Services/Products,,59f710932706222d006f2bde
,,"100,9,10,73,74,101",,"Stockholm, Sweden","A New Job,A Mentor,Exchange of Ideas,I am hiring,Professional Networking,Service/Product Providers","Exchange of Ideas,Freelancing,Services/Products,Socializing",,59f710942706222d006f2bdf
,,"141,105,102",,"Cracow, Lesser Poland District, Poland","Clients,Exchange of Ideas,I am hiring","Business Partner,Co-founders,Consultancy Work,Exchange of Ideas,Job Positions",,59f710972706222d006f2be0
,,80,,"Stockholm, Sweden","A New Job,A Mentor","Socializing,Exchange of Ideas",,59f710992706222d006f2be1
,,"80,98,113,97,30",,N/A,"A New Job,Exchange of Ideas,I am hiring,Service/Product Providers,A Mentor","Socializing,Mentorship",,59f7109b2706222d006f2be2
,,"19,18,38,110,80,113",,"Paris Area, France",I am hiring,"Business Partner,Exchange of Ideas,Mentorship,Services/Products,Socializing",,59f7109e2706222d006f2be3
,,"41,129,43,80",,"Stockholm, Sweden","Service/Product Providers,A New Job,A Mentor,Exchange of Ideas,I am hiring","Services/Products,Job Positions,Mentorship,Socializing",,59f7109f2706222d006f2be4
,,"124,74,18",,"Paris Area, France","Business Partner,Clients","Business Partner,Services/Products,Socializing,Professional Networking,Investment Opportunity,Freelancing,Exchange of Ideas,Mentorship,Job Positions,Investment",,59f710a12706222d006f2be5
,,"53,41,34,30,80,107,27",,"Paris Area, France","Business Partner,Clients,Exchange of Ideas,Industry Expertise,Investment Opportunities,I am hiring,Service/Product Providers","Consultancy Work,Exchange of Ideas,Investment Opportunity,Mentorship,Professional Networking,Socializing",,59f710a32706222d006f2be6
,,"6,44",,"Paris Area, France","Co-founders,Business Partner,Funding,Exchange of Ideas","Co-founders,Exchange of Ideas,Industry Expertise,Investment Opportunity,Job Positions",,59f710a52706222d006f2be7
,,12,,"Verona Area, Italy",I am hiring,Mentorship,,59f710a72706222d006f2be8
,,"12,34,70,142",,"Verona Area, Italy","Business Partner,Clients,Exchange of Ideas,Funding,Industry Expertise,Internship,Investment Opportunities,Professional Networking,Projects","Business Partner,Consultancy Work,Exchange of Ideas,Industry Expertise,Investment Opportunity,Professional Networking",,59f710a92706222d006f2be9
,,"4,48,24,5,3",,"Paris Area, France",Co-founders,Business Partner,,59f710aa2706222d006f2bea
,,"125,111,18,110,124,80",,San Diego,"A Mentor,Clients,I am hiring,Service/Product Providers","Consultancy Work,Exchange of Ideas,Job Positions,Mentorship,Professional Networking,Services/Products",,59f710ac2706222d006f2beb
,,"4,96,123",,Greater Seattle Area,A New Job,"Consultancy Work,Exchange of Ideas,Industry Expertise,Job Positions,Mentorship,Socializing",,59f710ae2706222d006f2bec
,,4,,"Paris Area, France","Exchange of Ideas,Industry Expertise,Internship,I am hiring","Exchange of Ideas,Industry Expertise,Internship,Mentorship,Services/Products",,59f710b02706222d006f2bed
,,"6,96,4,52,116",,"Paris Area, France",,"Industry Expertise,Professional Networking,Business Partner",,59f710b22706222d006f2bee
,,"5,118",,"Paris Area, France",A New Job,Socializing,,59f710b42706222d006f2bef
,,"96,118,6,10,143",,"Paris Area, France","A Mentor,Business Partner,Clients,Funding,Industry Expertise","Business Partner,Consultancy Work,Exchange of Ideas,Industry Expertise,Services/Products",,59f710b62706222d006f2bf0
,,"47,41,118,43,6",,"Paris Area, France","Clients,Funding,Industry Expertise,Exchange of Ideas,A Mentor,Investment Opportunities","Exchange of Ideas,Freelancing,Industry Expertise,Investment Opportunity,Investment,Job Positions,Consultancy Work",,59f710b72706222d006f2bf1
,,126,,N/A,"Business Partner,Exchange of Ideas,Industry Expertise,I am hiring","Business Partner,Exchange of Ideas,Industry Expertise,Job Positions,Mentorship",,59f710b92706222d006f2bf2
,,"19,50,111",,Greece,A Mentor,Co-founders,,59f710bb2706222d006f2bf3
,,"92,88,6",,"Paris Area, France","Clients,Funding,Exchange of Ideas,Investment Opportunities,I am hiring","Investment Opportunity,Mentorship,Professional Networking",,59f710bd2706222d006f2bf4
,,46,,"Paris Area, France","Industry Expertise,I am hiring,Service/Product Providers,A Mentor,Exchange of Ideas","Exchange of Ideas,Industry Expertise,Mentorship,Socializing,Services/Products",,59f710be2706222d006f2bf5
,,"68,90",,N/A,"A New Job,Exchange of Ideas,Professional Networking,Socializing",,,5a1d21542efa420024b45929
,,"19,143,133,27,20",,N/A,"Business Partner,Clients,Investment Opportunities,I am hiring,Professional Networking","Business Partner,Consultancy Work,Exchange of Ideas,Mentorship,Professional Networking",,5a1d47612efa420024b4594c
,,43,,N/A,,,,5a1f42c22efa420024b4598c
,,128,,N/A,,,,5a20c6c82efa420024b45998
,,47,,"Paris Area, France",,,,5a27c2262efa420024b45a8c
,,74,,N/A,,,,5a298cf72efa420024b45ad8
,,6,,N/A,,,,5a2edec12efa420024b45b1b
,,96,,N/A,"A Mentor,Exchange of Ideas,Professional Networking,Projects",,,5a3440fa2efa420024b45b40
,,"132,130",,N/A,Co-founders,,,5a36804e2efa420024b45b46
,,"6,118,4,5",,N/A,"Business Partner,Clients,I am hiring,Professional Networking","Socializing,Services/Products,Professional Networking",,5a378a2b2efa420024b45b57
,,"94,26",,N/A,Business Partner,Consultancy Work,,5a3ac4cd6963d40024a2f70f
,,47,,N/A,"A New Job,Business Partner","Exchange of Ideas,Consultancy Work",,5a3bc6f16963d40024a2f74e
,,,,N/A,A New Job,,,5a4b7b246963d40024a2f8ec
,,"126,81,136",,N/A,Professional Networking,,,5a4de71f6963d40024a2f950
,,99,,"Marseille Area, France",,"Industry Expertise,Services/Products,Business Partner,Exchange of Ideas",,5a4fa5d76963d40024a2f994
,,13,,N/A,Professional Networking,Socializing,,5a500efb6963d40024a2f9af
,,6,,"Zürich Area, Switzerland",Business Partner,Consultancy Work,,5a512d696963d40024a2faac
,,"20,133,19,25",,N/A,"Clients,Exchange of Ideas","Exchange of Ideas,Industry Expertise",,5a5d28c96963d40024a2fd64
,,104,,N/A,"I am hiring,A New Job,Co-founders,Funding,Internship","Freelancing,Business Partner,Consultancy Work,Investment,Job Positions",,5a5f324ea76330001ff5e63c
,,15,,"Paris Area, France","Business Partner,Industry Expertise,Professional Networking,Projects,A New Job","Consultancy Work,Freelancing,Industry Expertise,Talent / Available for Work",,5a6070fba76330001ff5e658
,,"137,35,127,36,28",,N/A,"Clients,Funding,Professional Networking,Exchange of Ideas,Industry Expertise","Consultancy Work,Investment Opportunity,Talent / Available for Work,Services/Products,Professional Networking",,5a60d714a76330001ff5e65d
,,12,,"Brussels Area, Belgium",Professional Networking,Exchange of Ideas,,5a61f557a76330001ff5e696
,,4,,N/A,"A New Job,Internship,Professional Networking,Socializing,A Mentor","Freelancing,Internship,Professional Networking,Talent / Available for Work,Consultancy Work",,5a638728a76330001ff5e75d
,,104,,N/A,,"Job Positions,Internship,Freelancing,Business Partner,Talent / Available for Work",,5a65ce41a76330001ff5e77f
,,"110,140,103,25,19",,N/A,"A New Job,Clients,Exchange of Ideas,Funding,A Mentor","Consultancy Work,Freelancing,Mentorship,Services/Products,Talent / Available for Work",,5a6882269616910024fc9362
,,"4,96",,N/A,Clients,Freelancing,,5a6c791a9616910024fc9d7b
,Senior Software Engineer,4,Software Development,Gliwice,"A Mentor,A New Job","Business Partner,Co-founders",,5a7379285ee88a001a6e6453
,,"96,6,4",,N/A,"A New Job,Exchange of Ideas,Professional Networking,A Mentor","Exchange of Ideas,Socializing,Talent / Available for Work",,5a75e06e5ee88a001a6e645f
,,"80,98,109,28",,N/A,"Clients,Exchange of Ideas,Investment Opportunities,Professional Networking,Projects","Consultancy Work,Exchange of Ideas,Freelancing,Professional Networking,Socializing",,5a76fe585ee88a001a6e647d
,,"57,80",,N/A,"A New Job,Exchange of Ideas,Professional Networking,Socializing","Consultancy Work,Freelancing,Professional Networking,Socializing,Talent / Available for Work",,5a7be9075ee88a001a6e64bb
,,"43,140,80,137,99",,N/A,"A Mentor,A New Job,Business Partner","Business Partner,Co-founders,Consultancy Work",,5a8316f4d9850300243f2eca
,,38,,N/A,"Exchange of Ideas,Projects,Service/Product Providers,Socializing","Internship,Freelancing,Professional Networking,Job Positions",,5a8559acd9850300243f2f93
,,"57,38,140",Cuisine,Gliwice,"A Mentor,A New Job","Business Partner,Co-founders",,5a8569bed9850300243f300c
,,"91,31,30,32",,N/A,"Exchange of Ideas,Funding,Industry Expertise,Investment Opportunities,Professional Networking","Exchange of Ideas,Industry Expertise,Investment Opportunity,Professional Networking,Services/Products",,5a86d34ed9850300243f3067
,,"80,4,96,113,125",,N/A,"A Mentor,Clients,Funding,Investment Opportunities,Socializing","Industry Expertise,Investment Opportunity,Investment,Mentorship,Services/Products",,5a87f5c0d9850300243f3093
,,80,,N/A,"Exchange of Ideas,Professional Networking,Socializing","Socializing,Mentorship,Professional Networking",,5a8b0859d9850300243f30de
,,63,Textile Sciences and Engineering,Paris,"Business Partner,Clients,Co-founders","Consultancy Work,Exchange of Ideas,Freelancing",,5a8d4a00d9850300243f3104
,,54,,N/A,Socializing,"Exchange of Ideas,Industry Expertise,Socializing",,5a8f6cbed9850300243f3132
,,41,,"Paris Area, France",,,,5a8fd04bd9850300243f3139
,,48,,N/A,Business Partner,Business Partner,,5a90ce91d9850300243f3148
,,115,,N/A,Socializing,Socializing,,5a91c333d9850300243f315a
,,115,,N/A,Socializing,Socializing,,5a91c4afd9850300243f3163
,,"103,136,67,85",,,"Socializing,Internship,Exchange of Ideas,A Mentor","Socializing,Talent / Available for Work,Exchange of Ideas,Internship",,5a951563d9850300243f3180
,,6,,Gliwice,"Business Partner,A New Job","Exchange of Ideas,Co-founders",,5a955700d9850300243f3182
,,"80,113,103,126,36",,N/A,"A Mentor,A New Job,Exchange of Ideas,Internship,Professional Networking","Exchange of Ideas,Socializing,Talent / Available for Work",,5a9562ccd9850300243f3185
,,"134,142",,N/A,"Business Partner,Clients,Funding,Internship,Socializing","Investment,Internship,Business Partner,Co-founders,Professional Networking",,5a9a5d51d9850300243f31b6
,,"99,140",,N/A,"Business Partner,Exchange of Ideas,Internship","Exchange of Ideas,Co-founders,Business Partner",,5a9fb7d5d9850300243f3229
,,"111,127,27",,,"A New Job,Socializing,A Mentor","Socializing,Talent / Available for Work",,5aa2e1a8d9850300243f328d
,,"8,6,28,126,113",,N/A,"Service/Product Providers,Professional Networking,I am hiring,Investment Opportunities,Clients","Investment Opportunity,Job Positions,Mentorship,Professional Networking,Services/Products",,5aa2e712d9850300243f328f
,,,,N/A,Socializing,Exchange of Ideas,,5aa4391ed9850300243f32c9
,,142,,N/A,Socializing,Socializing,,5aa51664d9850300243f32cd
,,"115,38",,Sunnyvale,"A Mentor,Clients","Freelancing,Consultancy Work,Business Partner",,5aa7ce63d9850300243f3308
,,"67,68",,N/A,"A Mentor,Clients,Business Partner","Freelancing,Exchange of Ideas",,5aa7d217d9850300243f330c
,,"134,26,23",,N/A,"Co-founders,Exchange of Ideas,Funding,Clients","Industry Expertise,Internship",,5aa918fbd9850300243f3316
,,"96,3,106,130,101",,Wrocław,Funding,"Business Partner,Co-founders,Exchange of Ideas,Investment,Professional Networking",,5aaa5c0cd9850300243f3340
,,"84,123,4,96,106",,Gliwice,"Business Partner,Clients,Co-founders,Exchange of Ideas,Professional Networking","Business Partner,Exchange of Ideas,Professional Networking,Services/Products",,5aaa7b72773f270015cee320
,,11,,N/A,"A Mentor,Professional Networking,Socializing",Talent / Available for Work,,5aaa7fa0773f270015cee329
,,"91,6",,Berlin,"Business Partner,Co-founders,Exchange of Ideas,Projects,Professional Networking","Business Partner,Co-founders,Exchange of Ideas,Mentorship,Socializing",,5aaaa7d2773f270015cee32d
,,,,,,,,5aabaea0773f270015cee379
,,"4,6",,"Paris Area, France",Internship,Industry Expertise,,5aabe5a0773f270015cee3f2
,,"15,12,94,141,116",,Rotselaar,"Business Partner,Clients,Service/Product Providers,Exchange of Ideas,Co-founders","Consultancy Work,Exchange of Ideas,Freelancing,Industry Expertise,Mentorship",,5aac1225773f270015cee3f5
,,,,,,,,5aac238e773f270015cee40c
,,"132,4",,Sunnyvale,A Mentor,Exchange of Ideas,,5aad722b773f270015cee433
,,13,,N/A,Socializing,Socializing,,5aad7276773f270015cee435
,,65,,Sunnyvale,A Mentor,Business Partner,,5aad7843773f270015cee44f
"Business Administration and Management, General,Occupational Therapy/Therapist","Logistics analyst,Operations Manager,Project Manager","4,116","Arts & Crafts,Playing Music,Writing",N/A,Socializing,"Socializing,Professional Networking,Mentorship,Industry Expertise,Exchange of Ideas","Microsoft Platform Virtualization Software,Oracle Developer Suite",5aad8759773f270015cee454
,,70,,Shiddhirganj,Socializing,Socializing,,5aae164d773f270015cee46e
,,"115,118,3,6,5",,Gliwice,"A Mentor,Business Partner,Exchange of Ideas,Socializing","Freelancing,Consultancy Work,Exchange of Ideas,Business Partner,Professional Networking",,5aaf84d4550eb200245c5851
,,"14,15,13,17,139",,Paris,"A New Job,Exchange of Ideas,Professional Networking","Exchange of Ideas,Freelancing,Talent / Available for Work",,5aafe358550eb200245c58dc
,,"12,14,110,70",,Paris,"A New Job,Exchange of Ideas,Industry Expertise,Professional Networking,Projects","Exchange of Ideas,Professional Networking,Socializing,Talent / Available for Work",,5ab13005550eb200245c596e
,,12,Biotechnology,Paris,"A New Job,Socializing,Exchange of Ideas","Exchange of Ideas,Socializing,Talent / Available for Work",,5ab132ad550eb200245c5970
,,"70,124,139,100,32",,"Turin Area, Italy","A New Job,Funding,Co-founders,Clients","Freelancing,Co-founders,Consultancy Work",,5ab24666550eb200245c59c9
,,"147,88,135,49",,Paris,"Clients,Co-founders,Exchange of Ideas,Funding,Business Partner","Co-founders,Consultancy Work,Exchange of Ideas,Freelancing",,5ab2a491550eb200245c5a69
,,"111,140,143",,Gresham,"A New Job,Clients,Exchange of Ideas,Professional Networking,Projects","Freelancing,Exchange of Ideas,Professional Networking,Services/Products,Talent / Available for Work",,5ab34faf550eb200245c5ab2
,,"110,4",,"Munich Area, Germany","A Mentor,Co-founders,Exchange of Ideas,I am hiring,Professional Networking","Co-founders,Exchange of Ideas,Consultancy Work,Socializing,Services/Products",,5ab3da26550eb200245c5ac8
,,"4,80,124,127,6",,SF,"Exchange of Ideas,Professional Networking,A Mentor,A New Job,Business Partner","Exchange of Ideas,Co-founders,Socializing",,5ab48d4a550eb200245c5b61
,,"65,66,63,64,50",,Amsterdam,"Business Partner,Exchange of Ideas,Funding,Projects,Professional Networking","Business Partner,Exchange of Ideas,Freelancing,Mentorship,Professional Networking",,5ab4b7bb550eb200245c5bad
,,"107,115,136",,Ixelles,"Business Partner,Exchange of Ideas,Professional Networking,Socializing","Socializing,Professional Networking,Talent / Available for Work",,5ab4c2bd550eb200245c5c0e
,,6,,Paris,"Exchange of Ideas,Industry Expertise,Professional Networking","Exchange of Ideas,Professional Networking,Socializing",,5ab4d2b0550eb200245c5c19
,,"15,12",,Paris,"A New Job,Exchange of Ideas,Professional Networking,Socializing","Talent / Available for Work,Exchange of Ideas",,5ab51039a84489002422ae47
,,"70,12",,Paris,"A New Job,Professional Networking",Talent / Available for Work,,5ab5305962a47a001a577020
,,"15,12",,,"A Mentor,Exchange of Ideas,Industry Expertise,Professional Networking,Socializing","Exchange of Ideas,Professional Networking,Talent / Available for Work,Socializing",,5ab5386d62a47a001a577030
,,"41,6,43,115",,Wilmington,"A New Job,Internship,Professional Networking,Socializing",Talent / Available for Work,,5ab5413c62a47a001a57703a
"Molecular Biology,Molecular Biology","1st year CIFRE PhD fellow,Inter associative manager ,Intern fellow","70,12,15","Cuisine,Skiiing,Travel",Paris,"Socializing,Professional Networking,Exchange of Ideas,A Mentor","Exchange of Ideas,Professional Networking,Socializing",,5ab60f6e62a47a001a57704a
,,,,,Socializing,Exchange of Ideas,,5ab6411362a47a001a577067
,,15,,Levallois-Perret,"Exchange of Ideas,Professional Networking","Exchange of Ideas,Professional Networking",,5ab809f462a47a001a5770c2
,,70,,"Copenhagen Area, Capital Region, Denmark","A New Job,A Mentor,Funding,Professional Networking,Internship",,,5ab8b30e62a47a001a577117
,,"80,123",,Paris,"Business Partner,Clients,Funding","Consultancy Work,Exchange of Ideas,Freelancing",,5ab8d41662a47a001a57711f
,,"70,67",,Paris,"Co-founders,Exchange of Ideas","Exchange of Ideas,Freelancing,Industry Expertise",,5ab8e3d962a47a001a577127
,,,,,"Service/Product Providers,A New Job,A Mentor","Talent / Available for Work,Socializing,Services/Products",,5ab9686e62a47a001a57719f
Biotechnology,,12,,Milan,"Exchange of Ideas,Professional Networking,Socializing,Business Partner,Projects","Socializing,Exchange of Ideas,Freelancing,Professional Networking,Talent / Available for Work",,5ab96b2562a47a001a5771a1
,,"137,104,52,112,1",,San Diego,"I am hiring,Socializing,Exchange of Ideas",Job Positions,,5aba4d8ba524b500242e711f
,,122,,Gliwice,"A Mentor,Clients","Consultancy Work,Exchange of Ideas",,5aba6986a524b500242e7154
,,"30,80",,,"Business Partner,Professional Networking,Socializing,Investment Opportunities,Clients","Investment Opportunity,Job Positions,Mentorship,Professional Networking,Business Partner",,5aba7b03a524b500242e717a
,,4,,Gliwice,Co-founders,Industry Expertise,,5abb3afa3aa2b000155c0d40
,,"43,68",,Nanterre,"Internship,Professional Networking,A New Job,Co-founders,A Mentor","Co-founders,Exchange of Ideas,Professional Networking",,5abb508f3aa2b000155c0d45
,,132,,Santa Monica,"A Mentor,Business Partner,Socializing,Professional Networking,Exchange of Ideas","Consultancy Work,Industry Expertise,Mentorship,Professional Networking,Services/Products",,5abbec7eb85678002483c70c
,,"12,5,96,15",,Colombes,"Professional Networking,Socializing,Exchange of Ideas,A New Job,Industry Expertise","Talent / Available for Work,Professional Networking",,5abc8a5bb85678002483c774
,,"36,28,80,113,115",,Casa De Oro-Mount Helix,"Funding,Co-founders,I am hiring,Industry Expertise,Clients","Talent / Available for Work,Services/Products,Professional Networking,Investment Opportunity,Internship",,5abd9e37b85678002483c855
,,"9,10,86,107,144",,San Diego,"A Mentor,Funding,Investment Opportunities,Clients,Socializing","Mentorship,Investment Opportunity,Professional Networking,Exchange of Ideas,Consultancy Work",,5abd9f61b85678002483c856
